current_symbol,primary_FBid,sequence_loc
CG11474,FBgn0034688,2R:22071234..22073443(-1)
CG2921,FBgn0034689,2R:22073538..22075308(-1)
GlcT,FBgn0067102,2R:22075988..22079381(1)
Synj,FBgn0034691,2R:22080176..22085767(1)
Plekhm1,FBgn0034694,2R:22103177..22105963(1)
Vrp1,FBgn0243516,2R:22106107..22122562(-1)
mei-S332,FBgn0002715,2R:22122101..22124566(1)
GM130,FBgn0034697,2R:22124567..22127502(-1)
a,FBgn0000008,2R:22136968..22172834(1)
CG3045,FBgn0034703,2R:22172803..22174691(-1)
Fbxo42,FBgn0034704,2R:22174922..22177428(1)
CG11170,FBgn0034705,2R:22177419..22182879(-1)
MED16,FBgn0034707,2R:22183138..22185892(1)
Vps35,FBgn0034708,2R:22185972..22189886(1)
ari-2,FBgn0025186,2R:22212835..22217264(1)
Oatp58Dc,FBgn0034716,2R:22223681..22228574(-1)
dve,FBgn0020307,2R:22243963..22286469(1)
Gp150,FBgn0013272,2R:22317662..22329416(1)
CG34207,FBgn0085236,2R:22329195..22329720(-1)
T3dh,FBgn0017482,2R:22329726..22332072(-1)
pgc,FBgn0016053,2R:22330200..22332813(1)
Liprin-gamma,FBgn0034720,2R:22333500..22373109(-1)
Rtf1,FBgn0034722,2R:22375090..22378484(1)
babos,FBgn0034724,2R:22393876..22402059(-1)
VepD,FBgn0053200,2R:22408525..22409342(1)
qkr58E-3,FBgn0022984,2R:22409208..22411545(-1)
PolE4,FBgn0034726,2R:22411789..22412582(1)
qkr58E-1,FBgn0022986,2R:22412556..22415518(-1)
qkr58E-2,FBgn0022985,2R:22415560..22419001(1)
mRpS29,FBgn0034727,2R:22418937..22420376(-1)
rad50,FBgn0034728,2R:22421013..22425482(1)
CG10344,FBgn0034729,2R:22425733..22426977(-1)
CG4752,FBgn0034733,2R:22478379..22483054(1)
CG4554,FBgn0034734,2R:22483303..22492033(1)
CG4610,FBgn0034735,2R:22492197..22494295(1)
px,FBgn0003175,2R:22494297..22562065(-1)
dnr1,FBgn0260866,2R:22563152..22592964(-1)
CG4294,FBgn0034742,2R:22600405..22605667(-1)
RpS16,FBgn0034743,2R:22605745..22607995(1)
Vps20,FBgn0034744,2R:22608310..22609419(1)
Alkbh8,FBgn0034748,2R:22634019..22635942(-1)
Cdk9,FBgn0019949,2R:22636063..22637727(-1)
bonsai,FBgn0026261,2R:22637770..22638868(1)
CG3732,FBgn0034750,2R:22638807..22640201(-1)
RpS24,FBgn0261596,2R:22640526..22641419(-1)
CG2852,FBgn0034753,2R:22644646..22646344(-1)
CG42566,FBgn0260768,2R:22661934..22663241(1)
RYBP,FBgn0034763,2R:22670587..22673212(1)
Ppa,FBgn0020257,2R:22684955..22688987(-1)
lncRNA:CR44763,FBgn0265984,2R:22689495..22690295(1)
robo1,FBgn0005631,2R:22692524..22700970(-1)
jbug,FBgn0289650,2R:22717321..22740459(-1)
CG42260,FBgn0259145,2R:22740999..22798289(-1)
blw,FBgn0011211,2R:22799099..22802180(1)
CycB,FBgn0000405,2R:22803521..22806948(-1)
stl,FBgn0086408,2R:22807860..22815993(1)
MFS1,FBgn0050272,2R:22829644..22831877(1)
CG13531,FBgn0034786,2R:22847832..22853827(-1)
RpL23,FBgn0010078,2R:22854383..22855694(1)
EMC8-9,FBgn0034791,2R:22881322..22882690(-1)
YME1L,FBgn0034792,2R:22882747..22886247(-1)
asrij,FBgn0034793,2R:22886398..22887578(1)
Gmer,FBgn0267823,2R:22887574..22888857(-1)
MED23,FBgn0034795,2R:22888928..22894425(1)
CG3700,FBgn0034796,2R:22894435..22895745(1)
nahoda,FBgn0034797,2R:22896174..22916719(1)
Nup214,FBgn0010660,2R:22918937..22924742(-1)
ReepA,FBgn0261564,2R:22925107..22932044(1)
CG3788,FBgn0034800,2R:22932035..22934077(-1)
CNBP,FBgn0034802,2R:22934569..22937077(-1)
CG9849,FBgn0034803,2R:22937279..22939025(1)
GrlHz,FBgn0034804,2R:22938987..22941169(-1)
CG42694,FBgn0261584,2R:22941877..22945147(1)
twi,FBgn0003900,2R:22985374..23048325(1)
CG9896,FBgn0034808,2R:22993669..22998884(-1)
DCTN3-p24,FBgn0010622,2R:23061420..23062593(-1)
CG9890,FBgn0034814,2R:23062747..23064260(-1)
l(2)k09913,FBgn0021979,2R:23067196..23071875(1)
Fib,FBgn0003062,2R:23072909..23074725(-1)
Art7,FBgn0034817,2R:23076688..23079038(-1)
CG43659,FBgn0263707,2R:23079380..23079715(-1)
CG13545,FBgn0034828,2R:23157577..23158185(-1)
side-V,FBgn0085400,2R:23163012..23203973(-1)
CG3502,FBgn0046253,2R:23343405..23347641(-1)
Rpi,FBgn0050410,2R:23355183..23356441(1)
CG3500,FBgn0034849,2R:23356372..23357565(-1)
Mthfs,FBgn0085453,2R:23359215..23360266(1)
vir,FBgn0003977,2R:23360192..23366355(-1)
Ice1,FBgn0034853,2R:23366866..23371459(1)
Golgin245,FBgn0034854,2R:23371360..23377045(-1)
CG13551,FBgn0040660,2R:23377866..23383424(-1)
roh,FBgn0250838,2R:23385464..23386463(-1)
eIF2Bdelta,FBgn0034858,2R:23386521..23389052(1)
Mtmr6,FBgn0028497,2R:23389009..23396680(-1)
CG3520,FBgn0034859,2R:23396770..23402309(-1)
RabX1,FBgn0015372,2R:23519839..23523613(-1)
mi,FBgn0261786,2R:23523856..23528260(1)
AIMP3,FBgn0050185,2R:23544024..23544901(1)
wmd,FBgn0034876,2R:23544823..23548151(-1)
levy,FBgn0034877,2R:23548239..23548982(1)
pita,FBgn0034878,2R:23548967..23554712(-1)
Dcp-1,FBgn0010501,2R:23551313..23553547(1)
Rrp4,FBgn0034879,2R:23555018..23556217(-1)
apt,FBgn0015903,2R:23564891..23599526(1)
retn,FBgn0004795,2R:23632610..23654820(1)
lncRNA:CR45153,FBgn0266646,2R:23638377..23639094(-1)
Pde8,FBgn0266377,2R:23657567..23680844(1)
CG30183,FBgn0050183,2R:23690247..23697824(-1)
angel,FBgn0016762,2R:23694003..23695232(1)
mRpL43,FBgn0034893,2R:23698105..23699014(1)
sigmar,FBgn0034894,2R:23698949..23702406(-1)
l(2)dtl,FBgn0013548,2R:23702477..23705403(1)
Alg3,FBgn0011297,2R:23705439..23709792(-1)
CG5504,FBgn0002174,2R:23706913..23709026(1)
Sesn,FBgn0034897,2R:23713900..23734846(1)
egl,FBgn0000562,2R:23734904..23746829(-1)
CG5532,FBgn0034902,2R:23752754..23753515(1)
Ssrp,FBgn0010278,2R:23806361..23809004(-1)
CG5543,FBgn0034908,2R:23809236..23811398(1)
Nxt1,FBgn0028411,2R:23811321..23811974(-1)
shu,FBgn0003401,2R:23841461..23843286(-1)
Snap29,FBgn0034913,2R:23843483..23844763(-1)
CG5554,FBgn0034914,2R:23845001..23847024(1)
ytr,FBgn0021895,2R:23847161..23851480(-1)
eIF6,FBgn0034915,2R:23849246..23850301(-1)
gbb,FBgn0024234,2R:23851562..23853247(1)
bgcn,FBgn0004581,2R:23853270..23858921(-1)
Pym,FBgn0034918,2R:23855954..23856936(-1)
TBPH,FBgn0025790,2R:23859067..23862593(-1)
Cpes,FBgn0025335,2R:23862962..23865398(-1)
CG5569,FBgn0034919,2R:23865414..23866654(1)
Mtpbeta,FBgn0025352,2R:23866648..23868603(-1)
ken,FBgn0011236,2R:23870273..23877442(1)
CG4882,FBgn0025336,2R:23880817..23882927(-1)
DCP1,FBgn0034921,2R:23888764..23890276(-1)
DNAlig1,FBgn0262619,2R:23890512..23893177(1)
Upf3,FBgn0034923,2R:23893066..23894987(-1)
CG17658,FBgn0034924,2R:23895063..23896997(1)
CG5339,FBgn0034925,2R:23896896..23898246(-1)
Lpt,FBgn0263667,2R:23898561..23903661(1)
Nap1,FBgn0015268,2R:23905175..23907294(-1)
asRNA:CR45926,FBgn0267588,2R:23905334..23906700(1)
kcc,FBgn0261794,2R:23907654..23925066(1)
SERCA,FBgn0263006,2R:23925077..23935884(-1)
CG2812,FBgn0034931,2R:23925236..23926911(1)
CG3735,FBgn0034933,2R:23937077..23939754(-1)
Taldo,FBgn0023477,2R:23940410..23942114(1)
Galphas,FBgn0001123,2R:23942538..23946936(1)
Stoml2,FBgn0034936,2R:23949201..23952459(1)
CG3803,FBgn0034938,2R:23952513..23954048(-1)
thoc5,FBgn0034939,2R:23954091..23956406(1)
CG16787,FBgn0034940,2R:23956335..23957405(-1)
Alas,FBgn0020764,2R:23964772..23966757(1)
CG34213,FBgn0085242,2R:23967124..23967745(-1)
or,FBgn0003008,2R:23967939..23968943(1)
CG10904,FBgn0034945,2R:23968941..23970073(-1)
CG3065,FBgn0034946,2R:23970305..23972233(1)
mr,FBgn0002791,2R:23972431..23975408(1)
PPP1R15,FBgn0034948,2R:23975599..23977255(-1)
Sox14,FBgn0005612,2R:23978801..23985177(1)
Phm,FBgn0283509,2R:23985175..23988455(-1)
CG3860,FBgn0034951,2R:23992138..23995055(-1)
CG3907,FBgn0034958,2R:24019898..24022298(-1)
Xxylt,FBgn0034959,2R:24022343..24023981(1)
Ak2,FBgn0283494,2R:24024207..24025877(1)
HSPC300,FBgn0061198,2R:24027717..24028789(-1)
CG3163,FBgn0034961,2R:24029317..24030555(1)
Chi,FBgn0013764,2R:24031538..24033943(-1)
MAN1,FBgn0034962,2R:24033974..24036707(1)
Not11,FBgn0034963,2R:24036720..24037915(-1)
IntS1,FBgn0034964,2R:24037943..24044458(1)
tsr,FBgn0011726,2R:24044453..24046805(-1)
gammaSnap1,FBgn0028552,2R:24047145..24048903(-1)
sei,FBgn0003353,2R:24047411..24053035(1)
eEF5,FBgn0285952,2R:24057798..24059483(1)
RpL12,FBgn0034968,2R:24060378..24061860(1)
RpL39,FBgn0023170,2R:24061853..24062431(-1)
Rap2l,FBgn0283666,2R:24063051..24065405(1)
yki,FBgn0034970,2R:24065975..24068485(-1)
Gpat4,FBgn0034971,2R:24068757..24073552(1)
Mlp60A,FBgn0259209,2R:24074602..24078223(1)
snama,FBgn0086129,2R:24086604..24092014(1)
gek,FBgn0023081,2R:24092079..24098636(-1)
enok,FBgn0034975,2R:24099210..24107032(1)
CG4049,FBgn0034976,2R:24107087..24114292(-1)
CG3253,FBgn0041706,2R:24114398..24116359(1)
tamo,FBgn0041582,2R:24126638..24133551(-1)
Zfrp8,FBgn0021875,2R:24133989..24135405(1)
Naa35,FBgn0034982,2R:24135180..24138050(-1)
spag,FBgn0015544,2R:24159384..24161503(1)
mRpS17,FBgn0034986,2R:24173665..24174441(-1)
Nop60B,FBgn0259937,2R:24174877..24186343(1)
ocm,FBgn0266083,2R:24186703..24195290(1)
cN-IIIB,FBgn0034988,2R:24195498..24197027(1)
CG3356,FBgn0034989,2R:24197824..24202187(1)
CG3376,FBgn0034997,2R:24258013..24265213(1)
nvy,FBgn0005636,2R:24275734..24291084(1)
Fatp3,FBgn0034999,2R:24294097..24298111(1)
betaTub60D,FBgn0288686,2R:24305881..24313099(1)
bs,FBgn0004101,2R:24342861..24376473(1)
Slik,FBgn0035001,2R:24392129..24402680(-1)
Rpn8,FBgn0002787,2R:24400028..24404527(1)
Letm1,FBgn0284252,2R:24509508..24515320(-1)
CG4612,FBgn0035016,2R:24521874..24526089(-1)
Brca2,FBgn0050169,2R:24526172..24529581(1)
CG13585,FBgn0035020,2R:24531594..24533391(1)
CG4622,FBgn0035021,2R:24533374..24556300(-1)
ITP,FBgn0035023,2R:24537421..24558961(1)
Nurf-38,FBgn0016687,2R:24558967..24561087(-1)
CG11414,FBgn0035024,2R:24561607..24565058(1)
uri,FBgn0035025,2R:24565554..24568082(1)
Fcp1,FBgn0035026,2R:24567987..24571821(-1)
CG3511,FBgn0035027,2R:24571627..24574503(1)
Start1,FBgn0035028,2R:24574559..24577676(1)
pio,FBgn0020521,2R:24581245..24597862(1)
ATPsynF,FBgn0035032,2R:24599088..24599821(-1)
CG3548,FBgn0035033,2R:24599947..24602367(1)
Samtor,FBgn0035035,2R:24603572..24604670(1)
CG4707,FBgn0035036,2R:24604595..24607023(-1)
CG42360,FBgn0259742,2R:24607267..24610847(1)
Adck1,FBgn0035039,2R:24611703..24613906(1)
CG3663,FBgn0035044,2R:24661503..24662409(1)
Cpr60D,FBgn0050163,2R:24662682..24663406(-1)
ND-19,FBgn0035046,2R:24664398..24665439(1)
CG34214,FBgn0085243,2R:24665427..24666022(-1)
CG4806,FBgn0260456,2R:24666158..24668343(-1)
CG33228,FBgn0261373,2R:24668411..24669330(-1)
Pof,FBgn0035047,2R:24669397..24671577(1)
Mid1,FBgn0053988,2R:24695378..24736657(-1)
Usp15-31,FBgn0050421,2R:24743749..24756976(1)
CG12848,FBgn0040666,2R:24762566..24763094(-1)
CG3894,FBgn0035059,2R:24763167..24766750(1)
GstE12,FBgn0027590,2R:24766718..24768172(-1)
Eps-15,FBgn0035060,2R:24768314..24775265(-1)
egg,FBgn0086908,2R:24775534..24779901(-1)
CG3594,FBgn0035063,2R:24780917..24781779(1)
TyrRS-m,FBgn0035064,2R:24781726..24783500(-1)
CG3589,FBgn0035065,2R:24783555..24785542(1)
key,FBgn0041205,2R:24785514..24787411(-1)
Reg-5,FBgn0015801,2R:24788008..24793410(-1)
asRNA:CR43257,FBgn0262902,2R:24793807..24795772(1)
ETH,FBgn0028738,2R:24794670..24795482(-1)
Orc4,FBgn0023181,2R:24795740..24797414(-1)
Dll,FBgn0000157,2R:24814822..24835667(1)
Atf-2,FBgn0265193,2R:24870108..24871509(1)
CG16896,FBgn0035073,2R:24871407..24874912(-1)
CG30423,FBgn0050423,2R:24874976..24875865(-1)
CG44247,FBgn0265182,2R:24876691..24881221(1)
NKAIN,FBgn0085442,2R:24881570..24888615(1)
NaCP60E,FBgn0085434,2R:24891614..24921677(1)
RpL41,FBgn0066084,2R:24903416..24903935(-1)
CG3760,FBgn0022343,2R:24938181..24939769(1)
CG2811,FBgn0035082,2R:24939706..24940483(-1)
Tina-1,FBgn0035083,2R:24940625..24942413(-1)
CG15861,FBgn0035084,2R:24943392..24945201(-1)
CG3770,FBgn0035085,2R:24945139..24946636(1)
CG2790,FBgn0027599,2R:24946561..24948378(-1)
CG2765,FBgn0035087,2R:24959841..24965076(-1)
RpL19,FBgn0285950,2R:24967877..24969547(-1)
CG3776,FBgn0035088,2R:24969678..24970855(1)
Phk-3,FBgn0035089,2R:24970843..24973207(-1)
emp,FBgn0010435,2R:24976456..24986070(-1)
CG3829,FBgn0035091,2R:24986044..24990489(1)
zip,FBgn0287873,2R:24990570..25011965(-1)
uzip,FBgn0004055,2R:25012062..25031737(1)
gsb,FBgn0001148,2R:25061964..25064643(1)
lov,FBgn0266129,2R:25085780..25139627(-1)
Kr,FBgn0001325,2R:25226611..25231394(1)
lncRNA:CR40469,FBgn0058469,X:122493..122706(1)
RhoGAP1A,FBgn0025836,X:127449..140340(1)
tyn,FBgn0284435,X:140318..200663(1)
CG3038,FBgn0040373,X:243954..245856(-1)
G9a,FBgn0040372,X:245978..254650(1)
CG42376,FBgn0259722,X:254876..255524(1)
cin,FBgn0000316,X:255674..258469(1)
CG13377,FBgn0261446,X:258335..263999(-1)
asRNA:CR43906,FBgn0264507,X:258465..267253(1)
ewg,FBgn0005427,X:268509..279718(-1)
CG3777,FBgn0024989,X:279703..350504(1)
CG13375,FBgn0040370,X:283186..294962(-1)
CG32816,FBgn0052816,X:316576..470726(-1)
ac,FBgn0000022,X:370031..370947(1)
sc,FBgn0004170,X:396060..397497(1)
l(1)sc,FBgn0002561,X:409721..410817(1)
ase,FBgn0000137,X:460747..463176(1)
Cyp4g1,FBgn0010019,X:467057..469335(-1)
ebo,FBgn0266572,X:471019..476579(-1)
CR18275,FBgn0029523,X:476857..479309(-1)
CG13373,FBgn0029522,X:476984..478191(1)
CR18166,FBgn0029526,X:479864..481826(-1)
CG3176,FBgn0029524,X:481862..482768(1)
CG18273,FBgn0029525,X:482777..487581(-1)
CG3156,FBgn0023536,X:487878..490725(1)
CG17896,FBgn0023537,X:490787..493495(-1)
svr,FBgn0004648,X:496446..509072(1)
elav,FBgn0260400,X:509235..523226(-1)
CG4293,FBgn0024983,X:527941..530291(-1)
Appl,FBgn0000108,X:530501..579044(1)
vnd,FBgn0261930,X:582121..598151(1)
spdi,FBgn0025633,X:585081..620195(-1)
CG13365,FBgn0029529,X:620717..621215(-1)
Vsp37A,FBgn0016038,X:621530..623051(1)
CG13369,FBgn0025640,X:623468..624765(1)
CG13364,FBgn0026879,X:624757..625203(-1)
Hinfp,FBgn0025635,X:625542..628016(1)
RpL36,FBgn0002579,X:628338..629483(-1)
Mybbp1A,FBgn0001341,X:629773..633633(1)
Dredd,FBgn0020381,X:633622..635545(-1)
su(sable),FBgn0003575,X:635890..643760(1)
CG13367,FBgn0025634,X:644761..646386(1)
Roc1a,FBgn0025638,X:647304..648597(1)
Hmt4-20,FBgn0025639,X:648483..656033(-1)
SkpA,FBgn0025637,X:656114..657899(1)
sdk,FBgn0021764,X:686834..749496(1)
CG5254,FBgn0040383,X:750347..758719(1)
CG5273,FBgn0040382,X:759594..761939(1)
RpL22,FBgn0015288,X:762560..765130(-1)
lncRNA:CR42491,FBgn0259993,X:762615..763810(-1)
lncRNA:CR44966,FBgn0266281,X:765288..766100(1)
fz3,FBgn0027343,X:769945..784222(1)
tw,FBgn0086368,X:784746..788215(1)
CG16989,FBgn0025621,X:793147..797061(1)
Rbf,FBgn0015799,X:797090..801479(-1)
Sec22,FBgn0260855,X:806076..808200(1)
CG43867,FBgn0264449,X:808217..927975(-1)
Lztr1,FBgn0040344,X:922889..927582(-1)
MED22,FBgn0040339,X:928139..928860(1)
TRAM,FBgn0040340,X:935232..937822(1)
CG3704,FBgn0040346,X:939170..940805(-1)
mus81,FBgn0040347,X:941075..943229(1)
CG3699,FBgn0040349,X:946662..947500(-1)
su(w[a]),FBgn0003638,X:1012779..1046040(1)
CG11638,FBgn0040351,X:1013984..1026703(-1)
CG32814,FBgn0052814,X:1019795..1026700(-1)
CG3021,FBgn0040337,X:1026791..1028290(1)
Cdc45,FBgn0026143,X:1028291..1030556(-1)
CG42259,FBgn0266569,X:1046224..1047009(1)
lncRNA:CR44779,FBgn0266005,X:1047242..1088866(1)
CG14629,FBgn0040398,X:1051525..1052631(1)
CG3655,FBgn0040397,X:1073041..1134896(-1)
CG11382,FBgn0040367,X:1209970..1211853(1)
CG11398,FBgn0040366,X:1211989..1215156(-1)
CG3638,FBgn0261444,X:1215289..1236684(-1)
CG11403,FBgn0026876,X:1236873..1239884(-1)
Atf3,FBgn0028550,X:1242740..1275284(-1)
DAAM,FBgn0025641,X:1289713..1322362(-1)
fs(1)N,FBgn0004650,X:1322513..1329438(1)
CG11409,FBgn0024366,X:1329518..1341587(-1)
Naa30A,FBgn0024362,X:1342106..1344770(1)
MTPAP,FBgn0024360,X:1344872..1349357(-1)
CG12773,FBgn0024365,X:1349623..1353981(-1)
CG11417,FBgn0024364,X:1354014..1356473(1)
png,FBgn0000826,X:1356488..1357601(-1)
ssx,FBgn0024987,X:1370580..1375257(1)
AMPKalpha,FBgn0023169,X:1375536..1378896(1)
CG3719,FBgn0024986,X:1378885..1380480(-1)
CG32813,FBgn0052813,X:1380914..1392843(1)
Rilpl,FBgn0024985,X:1393054..1397337(1)
futsch,FBgn0259108,X:1409069..1453686(1)
CG14785,FBgn0027795,X:1455215..1457054(-1)
Lrpprc2,FBgn0027794,X:1457175..1460617(-1)
CG14787,FBgn0027793,X:1460807..1461676(-1)
Ns3,FBgn0266284,X:1461844..1464220(-1)
O-fut2,FBgn0027791,X:1464363..1465996(-1)
pck,FBgn0013720,X:1470666..1472325(1)
Rab27,FBgn0025382,X:1473884..1476974(-1)
mei-38,FBgn0260986,X:1477063..1481420(1)
rush,FBgn0025381,X:1478552..1481420(1)
sta,FBgn0003517,X:1481797..1483413(-1)
inc,FBgn0025394,X:1483479..1517615(1)
Mur2B,FBgn0025390,X:1523554..1668788(-1)
dor,FBgn0000482,X:1665052..1668451(1)
CG3740,FBgn0023530,X:1668406..1669297(-1)
hfw,FBgn0001189,X:1669570..1673608(1)
CG32809,FBgn0023531,X:1673110..1692768(-1)
CR14798,FBgn0029588,X:1692824..1693843(1)
a6,FBgn0023130,X:1693615..1695889(-1)
prage,FBgn0283741,X:1773719..1853667(1)
Adar,FBgn0026086,X:1773725..1788065(1)
Lamtor5,FBgn0026090,X:1857889..1858971(-1)
deltaCOP,FBgn0028969,X:1859141..1861790(-1)
Gcna,FBgn0023515,X:1862009..1865835(-1)
MED18,FBgn0026873,X:1865909..1866887(1)
Pex5,FBgn0023516,X:1866832..1869061(-1)
CG14803,FBgn0023513,X:1868870..1872408(1)
Pgam5,FBgn0023517,X:1872400..1873565(-1)
Vps26,FBgn0014411,X:1873853..1876474(1)
CG14817,FBgn0026089,X:1876294..1877270(-1)
CG14805,FBgn0023514,X:1877317..1879077(1)
CG14818,FBgn0026088,X:1879019..1879774(-1)
Coa8,FBgn0029594,X:1880282..1881432(1)
trr,FBgn0023518,X:1881313..1889950(-1)
mRpL16,FBgn0023519,X:1890256..1891482(1)
arm,FBgn0000117,X:1891401..1900646(-1)
Ldaf1,FBgn0052803,X:1900699..1901911(-1)
asRNA:CR43864,FBgn0264446,X:1902028..1903733(1)
Edem1,FBgn0023511,X:1903704..1908827(-1)
mip130,FBgn0023509,X:1908239..1920318(1)
Rbcn-3B,FBgn0023510,X:1908920..1916825(1)
eIF2Bepsilon,FBgn0023512,X:1920166..1922874(-1)
Ocrl,FBgn0023508,X:1922981..1927524(1)
CG11596,FBgn0023522,X:1927683..1930517(1)
CG3857,FBgn0023520,X:1937700..1940040(-1)
CG3587,FBgn0023521,X:1940307..1941536(1)
Hr4,FBgn0264562,X:1941940..2007956(1)
PIG-K,FBgn0023545,X:2007911..2009364(-1)
east,FBgn0261954,X:2010860..2024647(1)
Actn,FBgn0000667,X:2023822..2042311(-1)
usp,FBgn0003964,X:2038798..2042311(-1)
CG4313,FBgn0025632,X:2041868..2055414(1)
moody,FBgn0025631,X:2044292..2050120(-1)
CG4281,FBgn0025626,X:2062313..2065142(-1)
CG4199,FBgn0289578,X:2066435..2073483(-1)
CG4194,FBgn0025627,X:2068592..2069688(1)
Rtca,FBgn0025630,X:2072413..2074890(1)
CG4045,FBgn0025629,X:2074795..2075900(-1)
CG4025,FBgn0025624,X:2076966..2078455(1)
CG16903,FBgn0040394,X:2078343..2080405(-1)
Unc-76,FBgn0040395,X:2080610..2093948(1)
csw,FBgn0000382,X:2094234..2115701(1)
ph-d,FBgn0004860,X:2115727..2123286(-1)
ph-p,FBgn0004861,X:2126210..2138371(-1)
Pgd,FBgn0004654,X:2145136..2148566(1)
bcn92,FBgn0013432,X:2148463..2149647(-1)
wapl,FBgn0004655,X:2149936..2158983(-1)
CG3630,FBgn0023540,X:2162196..2172281(1)
ND-B14.5A,FBgn0025839,X:2172526..2173432(1)
asRNA:CR44690,FBgn0265901,X:2175817..2180816(-1)
pn,FBgn0003116,X:2181211..2182916(1)
Nmd3,FBgn0023542,X:2182818..2184668(-1)
CG17776,FBgn0040899,X:2184725..2185258(1)
CG3457,FBgn0024984,X:2187820..2188919(1)
Mct1,FBgn0023549,X:2189188..2205373(1)
CG14053,FBgn0029603,X:2191639..2193909(-1)
Vinc,FBgn0004397,X:2214347..2222567(-1)
pcx,FBgn0003048,X:2225296..2238045(1)
kz,FBgn0001330,X:2237858..2242035(-1)
fs(1)K10,FBgn0000810,X:2242138..2246041(1)
crn,FBgn0000377,X:2247594..2249983(-1)
temp,FBgn0027296,X:2260207..2262515(-1)
CG3071,FBgn0023527,X:2262837..2264825(1)
CG2924,FBgn0023528,X:2264657..2270761(-1)
Grp170,FBgn0023529,X:2271008..2275068(-1)
CG2865,FBgn0023526,X:2278031..2293411(-1)
Raf,FBgn0003079,X:2295466..2343870(1)
CG14050,FBgn0040392,X:2324748..2326217(-1)
Ilp6,FBgn0044047,X:2331493..2334658(-1)
mRpL14,FBgn0040389,X:2343997..2344649(-1)
CG2841,FBgn0003159,X:2344949..2366356(-1)
PsGEF,FBgn0264598,X:2367121..2387664(-1)
CG12496,FBgn0040385,X:2409365..2410901(-1)
gt,FBgn0001150,X:2427113..2428967(-1)
tko,FBgn0003714,X:2442313..2443976(-1)
boi,FBgn0040388,X:2444167..2470043(-1)
z,FBgn0004050,X:2447769..2450550(1)
trol,FBgn0284408,X:2470460..2545427(-1)
CG13760,FBgn0040375,X:2583745..2585699(-1)
wds,FBgn0040066,X:2585980..2588217(1)
egh,FBgn0001404,X:2588503..2599111(1)
Klp3A,FBgn0011606,X:2599158..2604052(-1)
Zw10,FBgn0004643,X:2604197..2606824(1)
Smyd3,FBgn0011566,X:2606680..2608876(-1)
eIF3g1,FBgn0029629,X:2609247..2610336(-1)
Tsp3A,FBgn0040334,X:2617758..2619738(-1)
Seipin,FBgn0040336,X:2619799..2622140(1)
Pi4KIIIalpha,FBgn0267350,X:2624804..2633672(1)
sgg,FBgn0003371,X:2633952..2679553(1)
Spg7,FBgn0024992,X:2694392..2698211(-1)
Lint-O,FBgn0024993,X:2698701..2701033(1)
Ugalt,FBgn0024994,X:2701124..2703852(-1)
eIF2Bbeta,FBgn0024996,X:2704571..2706217(1)
CG2685,FBgn0024998,X:2711756..2713960(-1)
CG2694,FBgn0024991,X:2714079..2717654(1)
CG2701,FBgn0024973,X:2717638..2720327(-1)
fs(1)Ya,FBgn0000927,X:2724286..2726577(1)
dwg,FBgn0000520,X:2727698..2730042(1)
ttm50,FBgn0250874,X:2730077..2732190(-1)
CG2712,FBgn0024975,X:2732469..2734402(1)
crm,FBgn0000376,X:2734248..2738773(-1)
kirre,FBgn0028369,X:2740384..3134532(1)
CG32795,FBgn0040384,X:2782906..2790567(-1)
w,FBgn0003996,X:2790599..2796466(-1)
rst,FBgn0003285,X:2950399..2973834(-1)
N,FBgn0004647,X:3134870..3172221(1)
CG18508,FBgn0028746,X:3172268..3173140(-1)
CG3939,FBgn0040396,X:3175018..3176223(1)
dnc,FBgn0000479,X:3176440..3343767(1)
Myc,FBgn0262656,X:3373159..3391697(1)
CG12535,FBgn0029657,X:3387944..3448943(-1)
CG10802,FBgn0029664,X:3482965..3484555(1)
CG14270,FBgn0029665,X:3484605..3485378(-1)
CG10803,FBgn0029666,X:3485650..3490915(1)
DIP-alpha,FBgn0052791,X:3507245..3571649(-1)
lncRNA:CR34335,FBgn0267910,X:3545750..3546110(-1)
CG2875,FBgn0029672,X:3571456..3573622(-1)
Parg,FBgn0023216,X:3668837..3671502(-1)
Mnt,FBgn0023215,X:3671801..3701672(1)
lncRNA:CR45102,FBgn0266549,X:3701857..3703285(1)
Rala,FBgn0015286,X:3704610..3719635(-1)
Tlk,FBgn0283657,X:3720007..3789770(1)
HIP-R,FBgn0029676,X:3789969..3792477(1)
HIP,FBgn0260484,X:3799150..3801570(1)
ec,FBgn0000542,X:3811698..3857621(1)
lncRNA:roX1,FBgn0019661,X:3857230..3862697(-1)
yin,FBgn0265575,X:3862966..3871939(-1)
CG2930,FBgn0028491,X:3868973..3880379(1)
VhaAC39-1,FBgn0285910,X:3880748..3882967(1)
CG2938,FBgn0029685,X:3932000..3936469(-1)
Glos,FBgn0029686,X:3936517..3940582(1)
Gem4b,FBgn0052786,X:3940847..3944265(1)
Vap33,FBgn0029687,X:3948975..3955442(1)
lva,FBgn0029688,X:3955543..3965327(-1)
CG6428,FBgn0029689,X:3965435..3968655(-1)
CG43689,FBgn0263772,X:4075743..4092237(1)
Cmtr1,FBgn0029693,X:4097592..4101031(-1)
Xpac,FBgn0004832,X:4102955..4104197(-1)
